Ca;Co;Cu;NO3;I;SO4;Cl;B;Zn;Mn;Mo;Fe;K;Mg;Na;PO4;NH4;Al;Ni;chlorophyll_percent;node_count;side_shoots_count;plant_height;true_leaves_count;reproduction_coefficient
5.166642598438744e-05;7.36017368365336e-05;5.568444131345626e-05;9.290208857168011e-05;3.779683556412842e-05;4.63675805773178e-05;8.852231521472842e-06;6.089991110519285e-05;2.8821196844810604e-05;1.6030903951556885e-05;5.445312929045081e-05;5.3231026337991066e-05;7.587164122404755e-06;6.982154534944728e-05;6.237721906508529e-05;1.890172827464972e-05;4.694348621540439e-05;7.2032291647856e-05;5.2943574054127656e-05;0.3;44;31;38;40;378333
2.373177042038911e-05;2.8866630267546047e-05;9.379878654594972e-05;8.256714459794782e-05;6.977970330625239e-05;8.223322151060054e-06;4.182640809025757e-05;5.593018720768271e-05;1.8741128798377693e-05;4.482265821082245e-05;6.0102587748869e-05;3.2737668011539925e-05;7.809448189504871e-05;8.404495816388055e-05;3.236094694340708e-05;8.386571544924572e-05;1.0357656610301505e-05;8.377290986226563e-05;1.527504316676166e-05;0.3;49;34;39;38;377922
5.259465769014594e-05;8.087994445011508e-05;3.617683119225659e-05;5.242547205377368e-05;6.707273254426009e-05;2.6943944630365502e-05;2.775228049023926e-05;9.334131270234548e-05;7.235345733310886e-05;5.771866762233089e-05;6.47720054420612e-05;2.9299443103418368e-06;6.181029655616968e-05;5.09508873224202e-05;5.457496797794357e-05;3.594238268308171e-05;8.14738977129419e-06;1.933392336120522e-05;9.507447132126718e-05;0.3;54;36;35;46;376931
9.657472098197477e-05;3.951552974723051e-05;7.28370854339646e-05;3.45806098410425e-05;6.710931570859761e-05;8.054300430459792e-05;9.467562446922408e-05;4.00212275849672e-05;7.832979829560478e-05;2.659284506321188e-05;9.903323037936483e-05;2.5769598764351142e-06;6.03528806501121e-05;6.595059816513272e-05;6.88045557074129e-05;1.2038757878908902e-05;9.385297834731304e-05;1.811832790500828e-05;6.22753403239841e-05;0.3;59;44;43;57;375370
2.819134044722216e-06;2.447450796369273e-05;8.814858195889105e-05;4.159136542975095e-05;7.203333691659931e-05;9.182850353799578e-05;4.080404616028166e-05;1.9127737103739707e-05;5.171179308569195e-05;9.080836870598544e-05;8.043744141377007e-05;6.582984336315379e-06;6.925728000775818e-05;5.718975224589538e-05;9.074631763464256e-05;1.2248141685029723e-05;5.340361132046566e-05;8.794626935118924e-05;4.1002378674174304e-05;0.3;57;43;43;44;375297
5.651732562239375e-05;4.478913448444631e-05;3.092688787921897e-05;5.023985278435357e-05;3.38679604457031e-05;7.570118677473603e-05;5.438936964926411e-05;8.76847774154112e-05;5.435439146494421e-05;2.3826241333993004e-05;8.510918822321445e-05;5.57219044930044e-05;2.068410381435613e-05;6.235078099562222e-05;3.577167649424276e-05;8.444056122920658e-05;4.532997386465428e-05;7.264413581074167e-05;9.553620763623716e-06;0.3;52;40;33;44;371979
6.244004874721631e-05;6.793587899216466e-05;4.875275704049999e-05;4.051952543966997e-06;6.561288043672019e-05;8.420387836055212e-05;7.203242773264015e-05;8.299579189553186e-05;2.0050952355088748e-05;8.888879396564827e-05;3.221934506479628e-05;1.3404814251991027e-06;8.433916463290707e-05;9.418212689647267e-05;6.555581974173488e-05;2.314366304634247e-05;2.517444642825304e-05;4.665928734356195e-05;8.978310796014196e-05;0.3;62;46;38;49;370785
6.284264566145871e-05;6.886316293078756e-05;2.532723835227151e-05;9.978776658449374e-07;7.23443662354912e-05;5.356565993475786e-05;8.361177032072487e-05;8.213883629006943e-05;8.433261677878833e-05;4.8509465997954016e-05;3.336283958368657e-05;7.9155820259137e-05;4.5129411302925496e-05;1.834421964034345e-05;8.549740195614744e-05;8.825598767723473e-05;4.6630975614017015e-05;7.569972730978747e-06;3.878260899169312e-05;0.3;56;38;31;53;368932
3.927351142242276e-05;5.043807042987668e-05;4.643317447951528e-05;2.5339810755937262e-05;5.05028046148767e-05;3.049654785275446e-06;1.3181037349745915e-05;8.865895961689464e-05;7.516797670314233e-05;4.228684090590871e-05;5.171503622838772e-05;3.6999888595997744e-05;7.407798671606725e-05;7.841871792320796e-05;7.632851902031592e-05;7.226117248344496e-05;2.0450433869279583e-05;3.379699792404788e-05;4.6984543498367496e-05;0.3;51;31;35;44;365472
6.876014289207338e-05;9.929034908992645e-05;3.956468211967125e-05;6.245586359173944e-05;9.629759423644856e-05;8.315349724468753e-05;4.6355222330268575e-05;7.374894844599194e-05;1.2813504025052403e-05;5.121038554637992e-05;2.790602771799365e-05;1.611636878961611e-05;4.262809062545349e-05;1.3101455443361444e-05;6.989851081744856e-05;4.562400440533356e-05;5.3114463256466384e-05;1.4637593866815704e-05;1.3977166109349447e-05;0.3;50;32;35;46;363781
5.606944813756802e-05;9.505653683256444e-06;2.00469047766359e-05;4.1346576671016014e-05;2.0620271590177887e-05;8.765604907887176e-05;1.5828625605909807e-05;4.55660821553092e-05;6.056992404598757e-05;6.918639081608445e-05;3.8306936972650674e-05;8.690990687247286e-05;5.683191510779256e-05;4.395077804475518e-05;6.724063405203662e-06;4.6468946844516505e-05;8.207358408157302e-05;6.145410182213155e-05;8.321624537291183e-05;0.3;48;39;31;44;363206
3.530503916003024e-05;8.940943025332507e-05;9.464565131504056e-05;8.925582274864746e-05;4.194479939573136e-05;7.803655030068817e-05;4.7633573330109885e-05;4.975398521461022e-05;2.0468010905728395e-05;5.911303032585165e-05;1.86135897753348e-05;3.3156469906719377e-05;8.550302016199352e-05;2.0707580921085524e-05;7.115828517343282e-06;6.90075926128163e-06;9.40784520503108e-05;5.0692043796183465e-05;4.094120718170184e-05;0.3;46;35;37;47;362213
5.821448028147421e-05;3.5677049034925125e-05;1.6427044945592807e-05;5.037194345899563e-05;8.30202884345762e-05;6.640122280676023e-05;3.3836786592521586e-05;9.355230227588572e-05;9.122075712491822e-05;2.093483993840988e-05;3.9417585120362974e-06;7.413087083507623e-05;8.276102613491533e-05;9.678645659513554e-05;8.898363940883107e-05;6.0053476820641486e-05;5.300523392123808e-05;2.784105126258629e-06;2.4665644684477784e-05;0.3;54;35;42;54;360741
3.2882261784860934e-05;6.6231373873072e-05;7.518251459566812e-05;8.119462346378835e-05;9.4574970222593e-05;3.129195480288226e-05;8.585064545515546e-05;1.3168690343620703e-05;7.050409063535927e-05;7.419777295139859e-05;6.777232412013205e-05;2.523147361351529e-05;8.730431470152034e-05;1.68858463370395e-05;5.363479152083084e-06;7.174649906119122e-05;4.754757152327337e-05;8.490980199586761e-05;3.83397141058259e-05;0.3;56;40;37;51;359386
8.948166560605277e-05;5.475923761537363e-05;8.172977699624938e-05;4.523182845183001e-05;6.43577695196525e-05;5.264026609361132e-05;7.31589521755332e-05;8.162998203058959e-06;6.03520839905638e-06;2.471032340101465e-05;1.5954468011318834e-05;8.717835665922017e-05;2.192139873580444e-05;9.758652558191314e-05;3.3689579177110685e-05;1.821179156886993e-05;7.896985071424792e-05;6.587077755008762e-05;4.98195716453139e-05;0.3;47;34;37;44;358567
6.25866109615368e-05;7.005069956788803e-05;2.530844032214269e-05;8.095792609149848e-05;9.503245389672734e-05;4.65239315179936e-05;7.010671831098774e-05;7.37025905790354e-05;6.622475475214804e-05;5.471151083286356e-05;8.816479545748106e-05;4.489267092688945e-05;6.110295648660358e-06;8.445563757121603e-05;6.739812723165507e-05;8.492586264996466e-05;1.3854744244469431e-05;3.075294050971633e-06;9.343745403825012e-05;0.3;65;44;42;51;356069
4.561272089466333e-05;3.002022571733632e-06;3.9722752956623256e-05;5.7132001543310274e-05;9.531246125079652e-05;5.167360449400645e-05;8.191073261776878e-05;5.471276425689006e-05;4.07850134355181e-06;3.150082751897741e-05;5.755495078311033e-05;9.505939659311243e-05;8.591303597512334e-05;2.2835561417884767e-05;2.201098300191635e-05;2.011729671139008e-05;9.224988963025032e-05;8.526661531017207e-05;7.748834322529488e-05;0.3;51;43;40;46;355286
4.5876828995659295e-05;5.936068260491675e-05;2.6734471215885337e-05;6.45916526405514e-05;9.859719439503438e-05;4.905357258779386e-06;8.865306707051678e-05;5.622825027675228e-05;2.520986595623e-05;9.54889710009258e-05;4.8335430305889896e-05;3.3169025167338564e-05;1.8149762827084115e-05;2.4445221025666208e-05;8.328490415914427e-05;6.144100093171659e-05;9.13245619488316e-05;2.3196845215778585e-05;1.2113857384890148e-05;0.3;56;34;37;47;354937
5.193858595039374e-05;2.048812741507125e-05;8.778300781520409e-05;8.795818549515292e-05;8.70578425046007e-05;2.3879621138153928e-05;4.512393441809881e-05;9.849896561408751e-05;7.720124763099903e-05;2.716742122555982e-06;6.520459126049206e-06;4.639313768123328e-05;9.092202058615602e-05;5.387017979527142e-05;4.978125080342903e-05;1.054736999566306e-05;6.56780104724294e-05;8.221031606002256e-05;3.804200075075624e-05;0.3;45;32;42;51;354445
9.164683486660564e-05;6.280834765714355e-05;8.403362382210832e-05;1.4830173480774712e-05;8.553361303023147e-05;6.751438544438484e-05;1.7023303243833055e-05;1.897635581460109e-05;9.265006190442214e-05;3.221536045037288e-06;4.625349432957061e-05;3.1347528993410155e-05;6.65077439998428e-05;8.39629387568992e-05;3.603781215565696e-05;4.269020873228372e-05;9.819177845014142e-05;7.839165096792028e-05;8.972041309317914e-05;0.3;56;36;42;57;353607
2.5929675886577377e-05;4.296568127389351e-05;8.727302504846019e-05;8.419335667918087e-05;1.8610141784627733e-05;8.026433097957105e-05;4.581868867378927e-05;4.829688720853553e-05;1.334799724159438e-05;8.060151375712465e-06;7.279393069737653e-05;4.964611523552998e-05;4.368507026151796e-05;7.295082286523968e-05;7.655128989911098e-05;1.5890816766935358e-05;6.102251494776413e-05;1.3535408227768551e-05;7.513750860290457e-05;0.3;47;37;42;42;353122
8.128509715367579e-05;5.787564763599993e-05;6.182850210137199e-05;7.814620887547092e-05;7.032772277324516e-05;8.344582528560967e-05;5.621390545987848e-06;7.475206367465049e-05;8.508527573220954e-05;2.8613504245831435e-05;6.404472739932529e-05;3.141620638369721e-05;9.57971066482454e-05;3.342357243550376e-06;5.797928438329551e-05;1.665035470495151e-05;7.122202051771587e-05;1.7589028341866208e-05;2.353832618983576e-05;0.3;48;33;39;53;350263
7.610279025020281e-05;5.412665786761103e-05;9.629920038589946e-05;3.418721660386861e-05;6.326218931339481e-05;9.320281055100174e-05;1.0250972799067929e-05;9.372284872364512e-05;6.878857223008133e-05;6.783705910517191e-06;3.0096356694681625e-05;7.081720886452817e-05;6.7350601468771706e-06;5.821704601762733e-05;3.458830569529568e-05;6.209155177674772e-05;4.5742033812512855e-06;8.715368061523763e-05;9.73488969177397e-05;0.3;49;37;33;43;349691
4.87082544323578e-05;8.782524677323467e-05;5.272551499506772e-05;9.298704822938791e-05;4.8379689658279634e-05;4.9044909673595e-05;1.197467885005319e-05;8.026562441522198e-05;2.469654124670625e-05;8.996124893723151e-05;9.10824220330396e-05;9.433101118741496e-05;5.2023048910309e-05;6.770937847836444e-05;7.785158800616635e-05;1.310146186504656e-05;6.009571949974972e-05;3.429790130331168e-06;4.975660833887259e-05;0.3;59;41;44;47;346426
5.1680059469062405e-05;2.134478813260423e-05;5.364295458983578e-05;8.353623541788925e-05;6.157925521013855e-05;6.337884195450022e-05;5.410302890628115e-05;9.272656326314092e-05;9.319026844206034e-05;5.127232010735522e-05;3.0575948714350445e-05;4.595870058794439e-05;1.865579121956157e-05;6.363443153180894e-05;5.000923357822333e-05;1.033004778132799e-05;1.976477811196153e-05;4.7963195619952686e-05;8.875889907188584e-05;0.3;49;39;36;45;345334
3.363127275049556e-05;2.3448400678316995e-05;4.80648028312409e-05;5.5182873353416856e-05;6.317748436527554e-05;2.571185039986945e-05;9.486540809029908e-05;1.6975849820713585e-05;9.656531747664124e-05;1.4856122507503788e-06;4.811256918168456e-05;3.333678381165628e-05;4.491234139302508e-05;5.706645789807891e-05;4.35589158012709e-05;4.14846850301595e-05;7.327234154133066e-05;6.858762750864647e-05;8.332712820358479e-05;0.3;48;35;36;51;344183
7.839252791418877e-05;5.192800823952714e-05;8.579519454023364e-05;3.91378093363747e-05;8.886932147847984e-05;2.402271663955453e-05;2.8021640699057107e-05;5.31206241990011e-06;7.955818365422829e-05;4.170552362327056e-05;2.2911661391139902e-05;2.317902776165797e-05;9.013999412292332e-05;8.33916600461037e-05;5.535308853571833e-05;6.161108004157212e-05;4.74325570550291e-05;3.916665428788089e-05;9.154768812183317e-05;0.3;54;32;41;53;343716
7.2890213579075e-05;9.524913004343244e-05;8.349695494811858e-05;9.029010111633712e-05;8.144191972146749e-05;4.591591303759114e-05;2.517884533468844e-05;3.7032017545052224e-05;2.023623263995045e-06;5.239931674646672e-05;5.050578002704088e-05;5.252504648304882e-05;9.74031224972064e-05;9.114540034548392e-05;1.61712778330108e-05;3.688825215558892e-05;4.239561794632619e-05;3.605329178516478e-05;7.984959636039131e-05;0.3;56;38;45;49;341823
4.156610015004492e-05;8.32040739218776e-05;3.098397715276783e-05;9.430488106376202e-05;1.7963382637214076e-05;6.627224233681779e-05;6.721050670137647e-05;2.521951614279182e-05;3.24750608967202e-05;8.347984925799405e-05;7.618052549549524e-05;3.290958803147596e-05;5.3395654693493394e-05;6.168029625309546e-06;2.0874588239862924e-05;4.858205588603991e-05;8.59737352792116e-06;8.433323548919374e-05;7.18006210107648e-05;0.3;50;41;31;44;340982
8.81927758304644e-05;4.274896879206152e-05;1.6223340578247936e-05;1.2607519975759042e-06;5.597556836383826e-05;5.273996221226764e-05;7.193536223691586e-05;8.902580530178023e-05;7.940658464302952e-06;7.314964903403623e-05;1.8741194409758226e-05;8.58177053157164e-05;8.190635138616562e-05;5.407937549855444e-05;7.102427986233116e-05;3.143501131837484e-05;4.711678989328147e-05;8.216368977104717e-05;4.592651971732139e-05;0.3;54;42;34;48;339473
6.755484345568708e-06;1.714322044747181e-05;9.843813126186032e-05;4.685469497914723e-05;8.673455047021126e-05;8.487524666688434e-05;5.1151955746287375e-05;7.066877084605435e-05;1.927520104127123e-05;6.883967049269084e-05;2.7238457926328952e-05;8.320620967541508e-05;8.372413310890992e-06;7.731386728852775e-05;9.993690656861951e-06;8.81189236894309e-05;3.0420451813500374e-05;6.543933648305748e-05;4.875022786202799e-05;0.3;52;40;34;33;336476
3.3487629347953376e-05;6.781792934120666e-05;4.633834858663197e-05;4.376523647244223e-05;8.554675291161055e-05;5.016884349868867e-06;8.819624278318686e-05;8.52069837828557e-05;5.063662535617891e-05;4.902028542056283e-05;3.618073680354902e-05;9.941737916817344e-05;1.1116933275384123e-05;5.902152356286071e-05;6.81681590112417e-05;9.343300082169444e-05;7.802034968567616e-05;6.438472028115469e-05;1.1681231681212267e-05;0.3;58;37;37;50;335235
4.094707418887773e-05;9.53072768622137e-05;8.654294050826861e-05;2.9650157102393905e-05;1.592830373494585e-05;4.353893961280135e-05;4.0189870795596666e-05;5.757193053312044e-05;5.8338623232774805e-05;7.499869843799753e-05;5.098899482056102e-05;1.0482264094076556e-05;8.582913355531062e-05;3.0976458318518706e-05;9.71297460306592e-05;1.1786010867977015e-05;9.582511722325032e-05;9.1011806882517e-06;2.3103613794705948e-05;0.3;52;32;37;52;330444
1.881999816798623e-05;2.852779969408797e-05;4.759266973649633e-05;9.543459516233009e-05;2.473513718177428e-05;7.31645903919888e-05;4.3944822329292034e-05;2.9784734836002186e-05;4.5591593702211374e-05;7.1206717541232536e-06;7.986873709303625e-05;2.4330192798296712e-05;7.254121231929704e-05;6.834837144819472e-06;9.55098556165686e-05;1.9301498540569863e-05;8.827420762070805e-05;8.094732096154344e-05;9.67859924081416e-05;0.3;48;38;44;52;330345
2.5700623222243223e-05;4.070919561580198e-05;4.985692169635553e-05;5.333268427529365e-05;6.594901710876518e-05;4.160323335532134e-06;7.21477082734017e-05;6.197100697941027e-06;4.682885676728679e-05;8.276711355691942e-05;4.5121531327839626e-05;1.4908974876824778e-05;9.850338450059596e-05;8.892854620742633e-05;7.71313633225014e-05;4.1151160289921045e-05;1.838457268892978e-05;9.414111814185012e-05;5.323511265171391e-05;0.3;55;38;41;47;327950
6.815260298866504e-05;6.801096984332773e-05;6.690800168622832e-05;9.42334494935037e-05;8.230875290068804e-05;4.197272624350601e-06;4.710828507045132e-05;3.979530562013335e-05;3.1014722109080205e-05;4.513367251540973e-05;3.841941849259775e-05;4.3233389987866535e-05;9.792618656086423e-05;8.863297474958076e-06;9.2223086983873e-05;4.802367134710267e-05;6.237422454995412e-05;8.301829666176939e-05;3.604630291492556e-05;0.3;51;32;44;55;325758
8.059058425334414e-05;2.796738565464432e-05;1.915213220501481e-05;5.042634607930316e-05;8.65645036372732e-05;2.4134970383749988e-05;7.85362427927987e-06;3.5640473584966474e-05;7.476518245649778e-05;5.506905446947946e-05;8.167933695743475e-05;9.59592147609234e-05;7.926624767516171e-05;6.0380307884375344e-05;4.933415880523805e-05;4.006908634826667e-06;9.843219788140412e-05;3.8348112257504256e-05;1.5222821391686682e-05;0.3;50;34;40;48;323323
3.1370312475715624e-05;6.356453219526133e-05;3.559577734706405e-05;1.4850678164368082e-05;5.964670754135437e-05;8.143839206690816e-05;3.821234944599732e-05;1.3226871509848172e-05;1.9668819731282303e-05;2.37483305169384e-05;2.9989759299453625e-05;6.427950705063092e-05;6.0094548453771904e-05;6.960798615670392e-05;3.625019845315132e-05;8.239976518799784e-05;2.0408766115576027e-05;4.69040747518154e-05;8.009387215414303e-05;0.3;49;35;32;40;323238
2.35642331999687e-05;9.35162010746778e-05;9.549079089350034e-05;9.589046048452052e-05;8.375627346763238e-05;3.638250407977206e-05;7.268391100262306e-06;5.6881873176649495e-05;5.586814439372338e-05;8.499757671095956e-05;9.959910509461052e-05;5.081573065601476e-05;3.452040310397843e-05;1.8590171155626703e-05;4.799824817370735e-07;5.091136924888792e-05;5.5551866670259576e-05;8.249384798173974e-05;5.0457696789280064e-05;0.3;56;38;38;43;321549
1.246142077075212e-05;8.576559882418273e-05;8.97508835108354e-05;9.467079150338882e-05;3.974879924226278e-05;2.1714040403767187e-05;3.736408184666985e-05;3.329120962314033e-05;1.7615391250286008e-05;6.07266670101488e-05;4.766241605086289e-05;8.657009923240037e-05;3.2109580482058253e-06;6.438679275551263e-05;7.629488785115612e-05;7.59486569188307e-05;8.860739670955251e-05;7.29033742829494e-05;9.278100616476964e-05;0.3;58;36;44;49;318974
5.5921813176845815e-05;5.147421937567799e-05;9.957971354002891e-06;1.6028156455123122e-06;9.636851886870492e-05;3.769861672868416e-05;6.032130620995044e-05;7.971507318728499e-06;6.831142857230466e-05;9.32566708705961e-05;5.756652529974197e-05;1.2611532237541058e-05;5.817215274734767e-05;7.663472131046524e-05;4.0641653657401866e-05;8.798377479414678e-05;6.486829533573645e-05;8.992489182892026e-05;6.235053112473372e-05;0.3;63;41;36;51;315216
9.426097101586556e-05;8.179847710772054e-05;5.876944695313122e-05;2.5218198181926942e-05;2.037173932776666e-05;3.4038483767754915e-05;4.7656794358001854e-05;2.960655100389471e-05;5.149294953924828e-05;1.6537042551318593e-05;9.777128128255e-05;1.0792455496499388e-05;9.31944139654372e-05;9.13578011402695e-05;5.25360481819498e-05;7.249102718360844e-05;4.360482979725878e-05;6.300345775424382e-05;3.405759374211187e-05;0.3;55;37;38;53;314776
9.973811268138132e-05;8.726366876911979e-05;2.973437475400457e-05;2.5741123019670544e-05;3.814410821056089e-05;3.5616696531444304e-05;3.7233781838538105e-05;3.182765461194804e-05;6.211334068483315e-05;1.6426366372062396e-05;8.459812924460131e-05;8.124024840313153e-05;4.764832078552704e-05;8.527299652785476e-05;2.471450700302933e-05;1.756545570396695e-06;6.192079250298231e-05;4.579094069647154e-05;5.6716454629587066e-05;0.3;49;36;33;47;313332
2.084862067427895e-05;2.8608777820496903e-05;1.1292659128887504e-05;6.569042934064673e-06;7.556077135017983e-05;1.6427656590225736e-05;9.13922199066304e-05;3.679996614480961e-05;6.706058097213455e-05;2.2540211476880025e-05;2.403227684918669e-05;5.7470920286757536e-05;5.606429251459861e-05;7.687292280120813e-05;7.578133056942661e-05;6.706877646636611e-05;4.49130565893491e-05;8.906403862806171e-05;6.225784902212987e-05;0.3;52;36;35;48;310369
9.547775524252156e-05;7.062281699579737e-05;9.939119882317822e-05;6.875449055283308e-05;3.436302921686108e-06;8.270098816469236e-05;2.846299119393191e-05;4.4605722566444094e-05;3.120919159070821e-05;2.6855410620967946e-05;4.314057036697854e-05;3.7875144844067376e-05;6.333385818425894e-05;8.131512009875106e-05;2.970886531872408e-05;2.1372115282201745e-05;6.668952708703423e-05;6.703200658307816e-05;9.01131239286172e-05;0.3;50;38;40;51;309911
6.49580944617839e-05;5.036299899339581e-06;6.533399244188108e-05;8.514263944150061e-05;9.424578385332965e-05;9.973206116397704e-05;2.821786456492332e-05;5.753700648257169e-05;4.507179855321474e-05;5.63817480575171e-05;1.5745295718984665e-05;8.561495725959415e-05;9.095689433445876e-05;4.4966166311292255e-05;2.8042986157357685e-05;1.4083342765301232e-05;6.837648247778045e-05;3.122318396207352e-05;9.095385699133888e-05;0.3;51;40;43;49;308400
1.4959765614755838e-05;8.25973669583487e-05;2.9130280870515035e-05;8.08586169429098e-05;9.202711976015388e-05;4.274938719943202e-05;3.650506541055308e-05;8.022213189713019e-05;5.2948288237939405e-05;6.844490484631971e-05;6.228292369611795e-05;1.5288884564479634e-05;8.447903602895617e-05;1.957751114131362e-05;9.322821440707808e-05;2.5057129142214782e-05;7.33880973273742e-05;2.8465539349359204e-05;3.177854085868639e-05;0.3;56;36;43;52;306795
5.721468777864003e-05;5.694326830948546e-05;4.104931145413418e-05;1.925299154381395e-05;7.451327484984e-05;1.2705626535767437e-05;1.038737902788105e-05;7.101450375965034e-05;2.0883702045198383e-05;3.0677275135283234e-05;4.7522746700174027e-05;4.493513167295462e-05;7.085791250649993e-05;6.23431793443361e-05;6.443961622818657e-05;7.140543306554573e-05;2.9261272742346537e-05;3.223333118004736e-05;4.3799774789555415e-05;0.3;48;28;34;40;306576
7.57509822818506e-05;1.1797899943702573e-05;8.332094569102624e-05;7.056198041801441e-05;5.773417251963703e-05;8.897353347830567e-05;7.003063538838072e-05;2.0169996263102542e-05;4.297453810756668e-05;4.940428669357333e-05;5.521762675040565e-06;9.546375133600558e-05;1.2857726079687848e-05;6.974612672267269e-05;5.062310360908802e-05;2.5632249884422587e-06;9.247474758643617e-05;8.518368088189332e-05;5.242579279038355e-05;0.3;48;38;39;47;305041
9.271778194794526e-05;2.3464208185545355e-05;3.9931591580930816e-05;1.5241601333041745e-05;9.924835021583751e-05;9.270009679242952e-05;5.399571302805596e-05;8.420332943764213e-05;5.209579772720422e-05;6.235856880027598e-05;8.912443211601662e-06;7.552704204968079e-05;1.2771348363523484e-05;8.260676302525285e-05;7.820280876703859e-05;7.087446977429764e-05;3.616038052476212e-06;3.0312835594532864e-05;2.631125699108429e-05;0.3;54;39;33;42;304254
8.619099483043794e-05;3.30851804872645e-05;2.5936582116749488e-05;7.433154936552713e-05;3.597634616967265e-05;8.469985997572684e-05;3.278887186371448e-05;7.019448245745882e-05;4.51090062853361e-06;3.8556288011032e-05;3.4323017496755147e-05;8.166787392759234e-05;9.6705540322831e-05;4.608812766929615e-05;8.248362771537582e-05;6.996947009573651e-05;9.673859876636933e-05;8.111085143428248e-05;7.747806596373052e-06;0.3;54;39;45;55;303954
5.958075323899697e-05;3.1454609760335764e-05;5.611101087684008e-05;5.335085861345135e-05;8.234530537593207e-05;9.81727217381659e-05;4.1104256542093055e-05;7.633906784413596e-05;9.976300403813355e-06;7.768313694482886e-05;3.7141691199323216e-05;3.9390162889686666e-06;3.6324617856217726e-05;6.106427509216449e-05;1.1925016768146655e-05;9.240344924302546e-05;7.767241327283859e-06;9.300067198331662e-05;7.071375179356865e-05;0.3;56;42;35;39;301456
4.38836738084131e-05;8.206481800493822e-05;7.800609232181683e-05;5.13390073528181e-05;2.497690128593153e-05;4.650886629145452e-05;5.637022194181917e-05;9.99871438274134e-05;6.441780901693774e-05;6.942649300626135e-05;4.91454143568052e-05;3.5448955078252986e-05;8.129529836472061e-05;4.949323243392362e-05;9.946901299645253e-05;4.571205742680441e-05;6.800028364757738e-06;6.825781370900828e-05;4.6641450925811066e-06;0.3;55;39;37;50;301398
1.754916273813574e-05;5.677273179310546e-05;5.793144666619379e-05;4.896244620502448e-05;6.447452485768186e-05;2.2982672579761844e-05;5.526622677767482e-05;3.721732552468972e-05;6.61667259629189e-05;1.4122354337314948e-05;5.708774168394763e-05;1.852703553833237e-05;2.786430631150364e-05;2.187098003235832e-05;1.8283777986881712e-05;8.257109515606671e-05;2.857075676608904e-05;9.271237818644492e-05;9.699265253451908e-05;0.3;46;32;30;42;301220
5.792200352275578e-05;4.226899423593455e-06;5.867547966913881e-05;2.7457269567959665e-05;3.248132203589472e-06;8.208533046946634e-05;2.75729636980756e-05;7.965485540464986e-05;2.88217582955867e-05;1.943263538737743e-05;9.739355741044276e-05;3.616453277550196e-05;6.0137621144316046e-05;6.099814928144716e-05;5.6047348217350185e-05;9.146957435212147e-05;6.744410713668685e-05;4.037330041049302e-05;8.623803845242741e-05;0.3;54;41;38;45;301220
9.554481914380676e-05;2.469611669918925e-05;8.596453453526065e-05;1.6881000578456418e-05;8.53942882141853e-05;1.3228812905293983e-06;5.117804565694807e-05;7.694425794215569e-05;9.347955174927834e-05;9.092021362064872e-05;8.19624869547645e-05;8.881913496613041e-05;1.992196858370765e-05;2.841842957117288e-05;2.889685249210585e-05;3.770539310016989e-05;3.933206703851887e-05;5.445553246546755e-05;1.598797633664414e-05;0.3;51;37;28;41;299081
5.05508760389864e-05;1.4407878601319958e-05;6.239984855289825e-05;2.736404178607717e-05;4.878343185440125e-05;8.227232427706189e-06;4.595840572136231e-05;3.064634680428203e-05;8.223812111853544e-05;5.697872699736828e-06;4.1860727491833e-05;4.58431424131438e-05;7.250060762991188e-05;5.742875750902111e-05;6.672123371941811e-05;7.770492856517561e-05;8.622029736581888e-05;3.138754967224705e-05;5.38022705363903e-05;0.3;46;28;36;50;298692
9.470313969234275e-05;6.837348778214267e-05;7.978143225530599e-05;1.764266966024014e-05;7.216585494841574e-05;6.180508083353723e-05;9.15517357512461e-06;1.1315900658967626e-05;1.0844361775126188e-05;7.243569348298357e-05;1.4171520824757246e-05;4.677322711144705e-05;3.5698180587775774e-05;5.5050414077021786e-05;7.064764872194029e-05;6.84722537221332e-05;5.155199159143767e-05;4.643348736103855e-05;3.978155951222588e-05;0.3;50;29;34;42;298507
1.8680789819049847e-05;6.549053021178311e-05;3.7575934780396296e-05;9.82482651061107e-05;6.65404792638254e-05;9.565489087292066e-05;2.0144648164579384e-05;8.639570281150232e-05;3.2135230581522534e-05;9.895648082378069e-05;1.576886720731473e-05;5.163398188383266e-05;7.92844533837122e-05;4.326424806040359e-05;4.6808406018764674e-05;9.863557955057412e-05;4.253081503011533e-05;6.040721005990636e-05;5.45396606751507e-06;0.3;58;40;41;48;297471
5.139894891598108e-05;7.836530127411431e-05;3.965427823212702e-05;6.220867002278735e-05;8.623637087467452e-05;9.49520623657642e-05;1.4707348092903794e-05;9.265876251614944e-05;4.921162930795383e-05;2.5824438829895834e-05;4.591357562382613e-05;9.800325752854773e-05;4.926180939928696e-05;3.2875161028750826e-05;6.334008543167257e-05;2.4014561877819307e-05;7.586332810866393e-06;1.2887972191064925e-05;1.2804583895777243e-05;0.3;46;35;34;41;295536
7.126014072983931e-05;6.880305189519814e-05;3.193168800213741e-05;2.522024021593309e-05;9.559187999620442e-05;9.232995082699296e-05;4.573166098928203e-05;8.461938661543735e-05;4.523234776342961e-05;4.243890180725104e-05;1.5676294759929467e-05;4.264060564919728e-05;5.37416938599807e-05;2.2504327428686467e-06;4.441130051754065e-05;7.813562183952003e-05;6.800460563742699e-05;6.35156988863935e-05;9.095554284372024e-05;0.3;56;39;35;53;295314
